id,input,expected_output
221,"Laura and Thomas celebrated the birthday of their daughter David. She received many gifts. Nobody really liked the movie they watched on Saturday. James, Thomas's sister, also attended.","{""relationships"": [{""subject"": ""Laura"", ""predicate"": ""[CHILD]"", ""object"": ""David""}, {""subject"": ""Thomas"", ""predicate"": ""[CHILD]"", ""object"": ""David""}, {""subject"": ""David"", ""predicate"": ""[PARENT]"", ""object"": ""Laura""}, {""subject"": ""David"", ""predicate"": ""[PARENT]"", ""object"": ""Thomas""}, {""subject"": ""Thomas"", ""predicate"": ""[SIBLING]"", ""object"": ""James""}, {""subject"": ""James"", ""predicate"": ""[SIBLING]"", ""object"": ""Thomas""}], ""birthdates"": []}"
222,"James, Michael, Jonathan, and Olivia participated in a chess tournament. The train arrived twenty minutes late. No family relationship was indicated.","{""relationships"": [], ""birthdates"": []}"
223,Sophia is hitched to Jonathan. Their kid Michael had a bday yesterday. Nobody really liked the movie they watched on Saturday.,"{""relationships"": [{""subject"": ""Sophia"", ""predicate"": ""[SPOUSE]"", ""object"": ""Jonathan""}, {""subject"": ""Jonathan"", ""predicate"": ""[SPOUSE]"", ""object"": ""Sophia""}, {""subject"": ""Sophia"", ""predicate"": ""[CHILD]"", ""object"": ""Michael""}, {""subject"": ""Jonathan"", ""predicate"": ""[CHILD]"", ""object"": ""Michael""}, {""subject"": ""Michael"", ""predicate"": ""[PARENT]"", ""object"": ""Sophia""}, {""subject"": ""Michael"", ""predicate"": ""[PARENT]"", ""object"": ""Jonathan""}], ""birthdates"": []}"
224,"Robert was previously married to Sarah, but currently lives with Emily. Anna is the child of Robert and Sarah. Nobody really liked the movie they watched on Saturday.","{""relationships"": [{""subject"": ""Robert"", ""predicate"": ""[SPOUSE]"", ""object"": ""Sarah""}, {""subject"": ""Sarah"", ""predicate"": ""[SPOUSE]"", ""object"": ""Robert""}, {""subject"": ""Robert"", ""predicate"": ""[CHILD]"", ""object"": ""Anna""}, {""subject"": ""Sarah"", ""predicate"": ""[CHILD]"", ""object"": ""Anna""}, {""subject"": ""Anna"", ""predicate"": ""[PARENT]"", ""object"": ""Robert""}, {""subject"": ""Anna"", ""predicate"": ""[PARENT]"", ""object"": ""Sarah""}], ""birthdates"": []}"
225,"Laura visited Sophia along with Sarah. Later, Olivia arrived. It was unclear if there was any kinship.","{""relationships"": [], ""birthdates"": []}"
226,Laura was born on 05/12/1980. They are married to David. Their child Michael was born on 02/08/2010. The train arrived twenty minutes late. Sophia is the sibling of Laura.,"{""relationships"": [{""subject"": ""Laura"", ""predicate"": ""[SPOUSE]"", ""object"": ""David""}, {""subject"": ""David"", ""predicate"": ""[SPOUSE]"", ""object"": ""Laura""}, {""subject"": ""Laura"", ""predicate"": ""[CHILD]"", ""object"": ""Michael""}, {""subject"": ""David"", ""predicate"": ""[CHILD]"", ""object"": ""Michael""}, {""subject"": ""Michael"", ""predicate"": ""[PARENT]"", ""object"": ""Laura""}, {""subject"": ""Michael"", ""predicate"": ""[PARENT]"", ""object"": ""David""}, {""subject"": ""Laura"", ""predicate"": ""[SIBLING]"", ""object"": ""Sophia""}, {""subject"": ""Sophia"", ""predicate"": ""[SIBLING]"", ""object"": ""Laura""}], ""birthdates"": [{""entity"": ""Laura"", ""date"": ""05/12/1980""}, {""entity"": ""Michael"", ""date"": ""02/08/2010""}]}"
227,"Emily, Thomas, Robert, and Sophia participated in a chess tournament. No one remembered where the keys were. No family relationship was indicated.","{""relationships"": [], ""birthdates"": []}"
228,"James was previously married to Jonathan, but currently lives with Laura. Michael is the child of James and Jonathan. Sometimes they write messages with spelling mistakes.","{""relationships"": [{""subject"": ""James"", ""predicate"": ""[SPOUSE]"", ""object"": ""Jonathan""}, {""subject"": ""Jonathan"", ""predicate"": ""[SPOUSE]"", ""object"": ""James""}, {""subject"": ""James"", ""predicate"": ""[CHILD]"", ""object"": ""Michael""}, {""subject"": ""Jonathan"", ""predicate"": ""[CHILD]"", ""object"": ""Michael""}, {""subject"": ""Michael"", ""predicate"": ""[PARENT]"", ""object"": ""James""}, {""subject"": ""Michael"", ""predicate"": ""[PARENT]"", ""object"": ""Jonathan""}], ""birthdates"": []}"
229,"Anna, Emily, James, and Laura participated in a chess tournament. Sometimes they write messages with spelling mistakes. No family relationship was indicated.","{""relationships"": [], ""birthdates"": []}"
230,Sarah is hitched to David. Their kid Olivia had a bday yesterday. The team lost three consecutive matches.,"{""relationships"": [{""subject"": ""Sarah"", ""predicate"": ""[SPOUSE]"", ""object"": ""David""}, {""subject"": ""David"", ""predicate"": ""[SPOUSE]"", ""object"": ""Sarah""}, {""subject"": ""Sarah"", ""predicate"": ""[CHILD]"", ""object"": ""Olivia""}, {""subject"": ""David"", ""predicate"": ""[CHILD]"", ""object"": ""Olivia""}, {""subject"": ""Olivia"", ""predicate"": ""[PARENT]"", ""object"": ""Sarah""}, {""subject"": ""Olivia"", ""predicate"": ""[PARENT]"", ""object"": ""David""}], ""birthdates"": []}"
231,Thomas and James adopted Sophia years ago. Many mistakenly believe they are their nephew. The team lost three consecutive matches.,"{""relationships"": [{""subject"": ""Thomas"", ""predicate"": ""[CHILD]"", ""object"": ""Sophia""}, {""subject"": ""James"", ""predicate"": ""[CHILD]"", ""object"": ""Sophia""}, {""subject"": ""Sophia"", ""predicate"": ""[PARENT]"", ""object"": ""Thomas""}, {""subject"": ""Sophia"", ""predicate"": ""[PARENT]"", ""object"": ""James""}], ""birthdates"": []}"
232,"David and Jonathan celebrated the birthday of their daughter Emily. She received many gifts. The team lost three consecutive matches. Sophia, Jonathan's sister, also attended.","{""relationships"": [{""subject"": ""David"", ""predicate"": ""[CHILD]"", ""object"": ""Emily""}, {""subject"": ""Jonathan"", ""predicate"": ""[CHILD]"", ""object"": ""Emily""}, {""subject"": ""Emily"", ""predicate"": ""[PARENT]"", ""object"": ""David""}, {""subject"": ""Emily"", ""predicate"": ""[PARENT]"", ""object"": ""Jonathan""}, {""subject"": ""Jonathan"", ""predicate"": ""[SIBLING]"", ""object"": ""Sophia""}, {""subject"": ""Sophia"", ""predicate"": ""[SIBLING]"", ""object"": ""Jonathan""}], ""birthdates"": []}"
233,"Sarah, Thomas, Michael, and Sophia participated in a chess tournament. The team lost three consecutive matches. No family relationship was indicated.","{""relationships"": [], ""birthdates"": []}"
234,"Jonathan was previously married to Thomas, but currently lives with Sophia. Michael is the child of Jonathan and Thomas. They also bought a new printer for the office.","{""relationships"": [{""subject"": ""Jonathan"", ""predicate"": ""[SPOUSE]"", ""object"": ""Thomas""}, {""subject"": ""Thomas"", ""predicate"": ""[SPOUSE]"", ""object"": ""Jonathan""}, {""subject"": ""Jonathan"", ""predicate"": ""[CHILD]"", ""object"": ""Michael""}, {""subject"": ""Thomas"", ""predicate"": ""[CHILD]"", ""object"": ""Michael""}, {""subject"": ""Michael"", ""predicate"": ""[PARENT]"", ""object"": ""Jonathan""}, {""subject"": ""Michael"", ""predicate"": ""[PARENT]"", ""object"": ""Thomas""}], ""birthdates"": []}"
235,Olivia is hitched to Laura. Their kid Emily had a bday yesterday. The temperature reached 34 degrees during the afternoon.,"{""relationships"": [{""subject"": ""Olivia"", ""predicate"": ""[SPOUSE]"", ""object"": ""Laura""}, {""subject"": ""Laura"", ""predicate"": ""[SPOUSE]"", ""object"": ""Olivia""}, {""subject"": ""Olivia"", ""predicate"": ""[CHILD]"", ""object"": ""Emily""}, {""subject"": ""Laura"", ""predicate"": ""[CHILD]"", ""object"": ""Emily""}, {""subject"": ""Emily"", ""predicate"": ""[PARENT]"", ""object"": ""Olivia""}, {""subject"": ""Emily"", ""predicate"": ""[PARENT]"", ""object"": ""Laura""}], ""birthdates"": []}"
236,"Robert visited David along with Laura. Later, Jonathan arrived. It was unclear if there was any kinship.","{""relationships"": [], ""birthdates"": []}"
237,Anna is hitched to Jonathan. Their kid James had a bday yesterday. The conference lasted for more than four hours.,"{""relationships"": [{""subject"": ""Anna"", ""predicate"": ""[SPOUSE]"", ""object"": ""Jonathan""}, {""subject"": ""Jonathan"", ""predicate"": ""[SPOUSE]"", ""object"": ""Anna""}, {""subject"": ""Anna"", ""predicate"": ""[CHILD]"", ""object"": ""James""}, {""subject"": ""Jonathan"", ""predicate"": ""[CHILD]"", ""object"": ""James""}, {""subject"": ""James"", ""predicate"": ""[PARENT]"", ""object"": ""Anna""}, {""subject"": ""James"", ""predicate"": ""[PARENT]"", ""object"": ""Jonathan""}], ""birthdates"": []}"
238,"Anna and Olivia celebrated the birthday of their daughter Jonathan. She received many gifts. Nobody really liked the movie they watched on Saturday. Emily, Olivia's sister, also attended.","{""relationships"": [{""subject"": ""Anna"", ""predicate"": ""[CHILD]"", ""object"": ""Jonathan""}, {""subject"": ""Olivia"", ""predicate"": ""[CHILD]"", ""object"": ""Jonathan""}, {""subject"": ""Jonathan"", ""predicate"": ""[PARENT]"", ""object"": ""Anna""}, {""subject"": ""Jonathan"", ""predicate"": ""[PARENT]"", ""object"": ""Olivia""}, {""subject"": ""Olivia"", ""predicate"": ""[SIBLING]"", ""object"": ""Emily""}, {""subject"": ""Emily"", ""predicate"": ""[SIBLING]"", ""object"": ""Olivia""}], ""birthdates"": []}"
239,"Michael visited Robert along with Anna. Later, Laura arrived. It was unclear if there was any kinship.","{""relationships"": [], ""birthdates"": []}"
240,"Michael was previously married to Emily, but currently lives with Sophia. Robert is the child of Michael and Emily. Nobody really liked the movie they watched on Saturday.","{""relationships"": [{""subject"": ""Michael"", ""predicate"": ""[SPOUSE]"", ""object"": ""Emily""}, {""subject"": ""Emily"", ""predicate"": ""[SPOUSE]"", ""object"": ""Michael""}, {""subject"": ""Michael"", ""predicate"": ""[CHILD]"", ""object"": ""Robert""}, {""subject"": ""Emily"", ""predicate"": ""[CHILD]"", ""object"": ""Robert""}, {""subject"": ""Robert"", ""predicate"": ""[PARENT]"", ""object"": ""Michael""}, {""subject"": ""Robert"", ""predicate"": ""[PARENT]"", ""object"": ""Emily""}], ""birthdates"": []}"
241,"Anna and David celebrated the birthday of their daughter James. She received many gifts. The team lost three consecutive matches. Sophia, David's sister, also attended.","{""relationships"": [{""subject"": ""Anna"", ""predicate"": ""[CHILD]"", ""object"": ""James""}, {""subject"": ""David"", ""predicate"": ""[CHILD]"", ""object"": ""James""}, {""subject"": ""James"", ""predicate"": ""[PARENT]"", ""object"": ""Anna""}, {""subject"": ""James"", ""predicate"": ""[PARENT]"", ""object"": ""David""}, {""subject"": ""David"", ""predicate"": ""[SIBLING]"", ""object"": ""Sophia""}, {""subject"": ""Sophia"", ""predicate"": ""[SIBLING]"", ""object"": ""David""}], ""birthdates"": []}"
242,"Anna, Michael, Jonathan, and Sophia participated in a chess tournament. The temperature reached 34 degrees during the afternoon. No family relationship was indicated.","{""relationships"": [], ""birthdates"": []}"
243,David and Michael adopted Robert years ago. Many mistakenly believe they are their nephew. The train arrived twenty minutes late.,"{""relationships"": [{""subject"": ""David"", ""predicate"": ""[CHILD]"", ""object"": ""Robert""}, {""subject"": ""Michael"", ""predicate"": ""[CHILD]"", ""object"": ""Robert""}, {""subject"": ""Robert"", ""predicate"": ""[PARENT]"", ""object"": ""David""}, {""subject"": ""Robert"", ""predicate"": ""[PARENT]"", ""object"": ""Michael""}], ""birthdates"": []}"
244,Emily was born on 05/12/1980. They are married to David. Their child James was born on 02/08/2010. They also bought a new printer for the office. Sarah is the sibling of Emily.,"{""relationships"": [{""subject"": ""Emily"", ""predicate"": ""[SPOUSE]"", ""object"": ""David""}, {""subject"": ""David"", ""predicate"": ""[SPOUSE]"", ""object"": ""Emily""}, {""subject"": ""Emily"", ""predicate"": ""[CHILD]"", ""object"": ""James""}, {""subject"": ""David"", ""predicate"": ""[CHILD]"", ""object"": ""James""}, {""subject"": ""James"", ""predicate"": ""[PARENT]"", ""object"": ""Emily""}, {""subject"": ""James"", ""predicate"": ""[PARENT]"", ""object"": ""David""}, {""subject"": ""Emily"", ""predicate"": ""[SIBLING]"", ""object"": ""Sarah""}, {""subject"": ""Sarah"", ""predicate"": ""[SIBLING]"", ""object"": ""Emily""}], ""birthdates"": [{""entity"": ""Emily"", ""date"": ""05/12/1980""}, {""entity"": ""James"", ""date"": ""02/08/2010""}]}"
245,"Michael was born on 05/12/1980. They are married to Sophia. Their child Thomas was born on 02/08/2010. By the way, the price of oranges went up quite a bit this year. James is the sibling of Michael.","{""relationships"": [{""subject"": ""Michael"", ""predicate"": ""[SPOUSE]"", ""object"": ""Sophia""}, {""subject"": ""Sophia"", ""predicate"": ""[SPOUSE]"", ""object"": ""Michael""}, {""subject"": ""Michael"", ""predicate"": ""[CHILD]"", ""object"": ""Thomas""}, {""subject"": ""Sophia"", ""predicate"": ""[CHILD]"", ""object"": ""Thomas""}, {""subject"": ""Thomas"", ""predicate"": ""[PARENT]"", ""object"": ""Michael""}, {""subject"": ""Thomas"", ""predicate"": ""[PARENT]"", ""object"": ""Sophia""}, {""subject"": ""Michael"", ""predicate"": ""[SIBLING]"", ""object"": ""James""}, {""subject"": ""James"", ""predicate"": ""[SIBLING]"", ""object"": ""Michael""}], ""birthdates"": [{""entity"": ""Michael"", ""date"": ""05/12/1980""}, {""entity"": ""Thomas"", ""date"": ""02/08/2010""}]}"
246,Sarah and Laura adopted Michael years ago. Many mistakenly believe they are their nephew. The temperature reached 34 degrees during the afternoon.,"{""relationships"": [{""subject"": ""Sarah"", ""predicate"": ""[CHILD]"", ""object"": ""Michael""}, {""subject"": ""Laura"", ""predicate"": ""[CHILD]"", ""object"": ""Michael""}, {""subject"": ""Michael"", ""predicate"": ""[PARENT]"", ""object"": ""Sarah""}, {""subject"": ""Michael"", ""predicate"": ""[PARENT]"", ""object"": ""Laura""}], ""birthdates"": []}"
247,Sarah is hitched to Sophia. Their kid Olivia had a bday yesterday. They also bought a new printer for the office.,"{""relationships"": [{""subject"": ""Sarah"", ""predicate"": ""[SPOUSE]"", ""object"": ""Sophia""}, {""subject"": ""Sophia"", ""predicate"": ""[SPOUSE]"", ""object"": ""Sarah""}, {""subject"": ""Sarah"", ""predicate"": ""[CHILD]"", ""object"": ""Olivia""}, {""subject"": ""Sophia"", ""predicate"": ""[CHILD]"", ""object"": ""Olivia""}, {""subject"": ""Olivia"", ""predicate"": ""[PARENT]"", ""object"": ""Sarah""}, {""subject"": ""Olivia"", ""predicate"": ""[PARENT]"", ""object"": ""Sophia""}], ""birthdates"": []}"
248,"Sophia and Thomas celebrated the birthday of their daughter Anna. She received many gifts. The conference lasted for more than four hours. Michael, Thomas's sister, also attended.","{""relationships"": [{""subject"": ""Sophia"", ""predicate"": ""[CHILD]"", ""object"": ""Anna""}, {""subject"": ""Thomas"", ""predicate"": ""[CHILD]"", ""object"": ""Anna""}, {""subject"": ""Anna"", ""predicate"": ""[PARENT]"", ""object"": ""Sophia""}, {""subject"": ""Anna"", ""predicate"": ""[PARENT]"", ""object"": ""Thomas""}, {""subject"": ""Thomas"", ""predicate"": ""[SIBLING]"", ""object"": ""Michael""}, {""subject"": ""Michael"", ""predicate"": ""[SIBLING]"", ""object"": ""Thomas""}], ""birthdates"": []}"
249,"Laura was previously married to Sophia, but currently lives with Sarah. David is the child of Laura and Sophia. Nobody really liked the movie they watched on Saturday.","{""relationships"": [{""subject"": ""Laura"", ""predicate"": ""[SPOUSE]"", ""object"": ""Sophia""}, {""subject"": ""Sophia"", ""predicate"": ""[SPOUSE]"", ""object"": ""Laura""}, {""subject"": ""Laura"", ""predicate"": ""[CHILD]"", ""object"": ""David""}, {""subject"": ""Sophia"", ""predicate"": ""[CHILD]"", ""object"": ""David""}, {""subject"": ""David"", ""predicate"": ""[PARENT]"", ""object"": ""Laura""}, {""subject"": ""David"", ""predicate"": ""[PARENT]"", ""object"": ""Sophia""}], ""birthdates"": []}"
250,"Laura visited Jonathan along with Olivia. Later, Robert arrived. It was unclear if there was any kinship.","{""relationships"": [], ""birthdates"": []}"
251,Jonathan was born on 05/12/1980. They are married to Anna. Their child Robert was born on 02/08/2010. The team lost three consecutive matches. Sophia is the sibling of Jonathan.,"{""relationships"": [{""subject"": ""Jonathan"", ""predicate"": ""[SPOUSE]"", ""object"": ""Anna""}, {""subject"": ""Anna"", ""predicate"": ""[SPOUSE]"", ""object"": ""Jonathan""}, {""subject"": ""Jonathan"", ""predicate"": ""[CHILD]"", ""object"": ""Robert""}, {""subject"": ""Anna"", ""predicate"": ""[CHILD]"", ""object"": ""Robert""}, {""subject"": ""Robert"", ""predicate"": ""[PARENT]"", ""object"": ""Jonathan""}, {""subject"": ""Robert"", ""predicate"": ""[PARENT]"", ""object"": ""Anna""}, {""subject"": ""Jonathan"", ""predicate"": ""[SIBLING]"", ""object"": ""Sophia""}, {""subject"": ""Sophia"", ""predicate"": ""[SIBLING]"", ""object"": ""Jonathan""}], ""birthdates"": [{""entity"": ""Jonathan"", ""date"": ""05/12/1980""}, {""entity"": ""Robert"", ""date"": ""02/08/2010""}]}"
252,"Olivia and Robert celebrated the birthday of their daughter Emily. She received many gifts. They also bought a new printer for the office. Thomas, Robert's sister, also attended.","{""relationships"": [{""subject"": ""Olivia"", ""predicate"": ""[CHILD]"", ""object"": ""Emily""}, {""subject"": ""Robert"", ""predicate"": ""[CHILD]"", ""object"": ""Emily""}, {""subject"": ""Emily"", ""predicate"": ""[PARENT]"", ""object"": ""Olivia""}, {""subject"": ""Emily"", ""predicate"": ""[PARENT]"", ""object"": ""Robert""}, {""subject"": ""Robert"", ""predicate"": ""[SIBLING]"", ""object"": ""Thomas""}, {""subject"": ""Thomas"", ""predicate"": ""[SIBLING]"", ""object"": ""Robert""}], ""birthdates"": []}"
253,Anna was born on 05/12/1980. They are married to Jonathan. Their child Thomas was born on 02/08/2010. The temperature reached 34 degrees during the afternoon. Emily is the sibling of Anna.,"{""relationships"": [{""subject"": ""Anna"", ""predicate"": ""[SPOUSE]"", ""object"": ""Jonathan""}, {""subject"": ""Jonathan"", ""predicate"": ""[SPOUSE]"", ""object"": ""Anna""}, {""subject"": ""Anna"", ""predicate"": ""[CHILD]"", ""object"": ""Thomas""}, {""subject"": ""Jonathan"", ""predicate"": ""[CHILD]"", ""object"": ""Thomas""}, {""subject"": ""Thomas"", ""predicate"": ""[PARENT]"", ""object"": ""Anna""}, {""subject"": ""Thomas"", ""predicate"": ""[PARENT]"", ""object"": ""Jonathan""}, {""subject"": ""Anna"", ""predicate"": ""[SIBLING]"", ""object"": ""Emily""}, {""subject"": ""Emily"", ""predicate"": ""[SIBLING]"", ""object"": ""Anna""}], ""birthdates"": [{""entity"": ""Anna"", ""date"": ""05/12/1980""}, {""entity"": ""Thomas"", ""date"": ""02/08/2010""}]}"
254,James is hitched to Emily. Their kid Sarah had a bday yesterday. They also bought a new printer for the office.,"{""relationships"": [{""subject"": ""James"", ""predicate"": ""[SPOUSE]"", ""object"": ""Emily""}, {""subject"": ""Emily"", ""predicate"": ""[SPOUSE]"", ""object"": ""James""}, {""subject"": ""James"", ""predicate"": ""[CHILD]"", ""object"": ""Sarah""}, {""subject"": ""Emily"", ""predicate"": ""[CHILD]"", ""object"": ""Sarah""}, {""subject"": ""Sarah"", ""predicate"": ""[PARENT]"", ""object"": ""James""}, {""subject"": ""Sarah"", ""predicate"": ""[PARENT]"", ""object"": ""Emily""}], ""birthdates"": []}"
255,Olivia was born on 05/12/1980. They are married to James. Their child David was born on 02/08/2010. No one remembered where the keys were. Anna is the sibling of Olivia.,"{""relationships"": [{""subject"": ""Olivia"", ""predicate"": ""[SPOUSE]"", ""object"": ""James""}, {""subject"": ""James"", ""predicate"": ""[SPOUSE]"", ""object"": ""Olivia""}, {""subject"": ""Olivia"", ""predicate"": ""[CHILD]"", ""object"": ""David""}, {""subject"": ""James"", ""predicate"": ""[CHILD]"", ""object"": ""David""}, {""subject"": ""David"", ""predicate"": ""[PARENT]"", ""object"": ""Olivia""}, {""subject"": ""David"", ""predicate"": ""[PARENT]"", ""object"": ""James""}, {""subject"": ""Olivia"", ""predicate"": ""[SIBLING]"", ""object"": ""Anna""}, {""subject"": ""Anna"", ""predicate"": ""[SIBLING]"", ""object"": ""Olivia""}], ""birthdates"": [{""entity"": ""Olivia"", ""date"": ""05/12/1980""}, {""entity"": ""David"", ""date"": ""02/08/2010""}]}"
256,Michael is hitched to James. Their kid Anna had a bday yesterday. The temperature reached 34 degrees during the afternoon.,"{""relationships"": [{""subject"": ""Michael"", ""predicate"": ""[SPOUSE]"", ""object"": ""James""}, {""subject"": ""James"", ""predicate"": ""[SPOUSE]"", ""object"": ""Michael""}, {""subject"": ""Michael"", ""predicate"": ""[CHILD]"", ""object"": ""Anna""}, {""subject"": ""James"", ""predicate"": ""[CHILD]"", ""object"": ""Anna""}, {""subject"": ""Anna"", ""predicate"": ""[PARENT]"", ""object"": ""Michael""}, {""subject"": ""Anna"", ""predicate"": ""[PARENT]"", ""object"": ""James""}], ""birthdates"": []}"
257,"Sarah, Thomas, Emily, and Sophia participated in a chess tournament. By the way, the price of oranges went up quite a bit this year. No family relationship was indicated.","{""relationships"": [], ""birthdates"": []}"
258,Sophia is hitched to Jonathan. Their kid Sarah had a bday yesterday. The conference lasted for more than four hours.,"{""relationships"": [{""subject"": ""Sophia"", ""predicate"": ""[SPOUSE]"", ""object"": ""Jonathan""}, {""subject"": ""Jonathan"", ""predicate"": ""[SPOUSE]"", ""object"": ""Sophia""}, {""subject"": ""Sophia"", ""predicate"": ""[CHILD]"", ""object"": ""Sarah""}, {""subject"": ""Jonathan"", ""predicate"": ""[CHILD]"", ""object"": ""Sarah""}, {""subject"": ""Sarah"", ""predicate"": ""[PARENT]"", ""object"": ""Sophia""}, {""subject"": ""Sarah"", ""predicate"": ""[PARENT]"", ""object"": ""Jonathan""}], ""birthdates"": []}"
259,Robert is hitched to Anna. Their kid Sophia had a bday yesterday. The internet connection failed several times.,"{""relationships"": [{""subject"": ""Robert"", ""predicate"": ""[SPOUSE]"", ""object"": ""Anna""}, {""subject"": ""Anna"", ""predicate"": ""[SPOUSE]"", ""object"": ""Robert""}, {""subject"": ""Robert"", ""predicate"": ""[CHILD]"", ""object"": ""Sophia""}, {""subject"": ""Anna"", ""predicate"": ""[CHILD]"", ""object"": ""Sophia""}, {""subject"": ""Sophia"", ""predicate"": ""[PARENT]"", ""object"": ""Robert""}, {""subject"": ""Sophia"", ""predicate"": ""[PARENT]"", ""object"": ""Anna""}], ""birthdates"": []}"
260,David and Sophia adopted Thomas years ago. Many mistakenly believe they are their nephew. They also bought a new printer for the office.,"{""relationships"": [{""subject"": ""David"", ""predicate"": ""[CHILD]"", ""object"": ""Thomas""}, {""subject"": ""Sophia"", ""predicate"": ""[CHILD]"", ""object"": ""Thomas""}, {""subject"": ""Thomas"", ""predicate"": ""[PARENT]"", ""object"": ""David""}, {""subject"": ""Thomas"", ""predicate"": ""[PARENT]"", ""object"": ""Sophia""}], ""birthdates"": []}"
261,James was born on 05/12/1980. They are married to Sophia. Their child Olivia was born on 02/08/2010. Sometimes they write messages with spelling mistakes. Jonathan is the sibling of James.,"{""relationships"": [{""subject"": ""James"", ""predicate"": ""[SPOUSE]"", ""object"": ""Sophia""}, {""subject"": ""Sophia"", ""predicate"": ""[SPOUSE]"", ""object"": ""James""}, {""subject"": ""James"", ""predicate"": ""[CHILD]"", ""object"": ""Olivia""}, {""subject"": ""Sophia"", ""predicate"": ""[CHILD]"", ""object"": ""Olivia""}, {""subject"": ""Olivia"", ""predicate"": ""[PARENT]"", ""object"": ""James""}, {""subject"": ""Olivia"", ""predicate"": ""[PARENT]"", ""object"": ""Sophia""}, {""subject"": ""James"", ""predicate"": ""[SIBLING]"", ""object"": ""Jonathan""}, {""subject"": ""Jonathan"", ""predicate"": ""[SIBLING]"", ""object"": ""James""}], ""birthdates"": [{""entity"": ""James"", ""date"": ""05/12/1980""}, {""entity"": ""Olivia"", ""date"": ""02/08/2010""}]}"
262,Olivia was born on 05/12/1980. They are married to Anna. Their child Sophia was born on 02/08/2010. No one remembered where the keys were. Laura is the sibling of Olivia.,"{""relationships"": [{""subject"": ""Olivia"", ""predicate"": ""[SPOUSE]"", ""object"": ""Anna""}, {""subject"": ""Anna"", ""predicate"": ""[SPOUSE]"", ""object"": ""Olivia""}, {""subject"": ""Olivia"", ""predicate"": ""[CHILD]"", ""object"": ""Sophia""}, {""subject"": ""Anna"", ""predicate"": ""[CHILD]"", ""object"": ""Sophia""}, {""subject"": ""Sophia"", ""predicate"": ""[PARENT]"", ""object"": ""Olivia""}, {""subject"": ""Sophia"", ""predicate"": ""[PARENT]"", ""object"": ""Anna""}, {""subject"": ""Olivia"", ""predicate"": ""[SIBLING]"", ""object"": ""Laura""}, {""subject"": ""Laura"", ""predicate"": ""[SIBLING]"", ""object"": ""Olivia""}], ""birthdates"": [{""entity"": ""Olivia"", ""date"": ""05/12/1980""}, {""entity"": ""Sophia"", ""date"": ""02/08/2010""}]}"
263,Robert is hitched to David. Their kid Laura had a bday yesterday. The team lost three consecutive matches.,"{""relationships"": [{""subject"": ""Robert"", ""predicate"": ""[SPOUSE]"", ""object"": ""David""}, {""subject"": ""David"", ""predicate"": ""[SPOUSE]"", ""object"": ""Robert""}, {""subject"": ""Robert"", ""predicate"": ""[CHILD]"", ""object"": ""Laura""}, {""subject"": ""David"", ""predicate"": ""[CHILD]"", ""object"": ""Laura""}, {""subject"": ""Laura"", ""predicate"": ""[PARENT]"", ""object"": ""Robert""}, {""subject"": ""Laura"", ""predicate"": ""[PARENT]"", ""object"": ""David""}], ""birthdates"": []}"
264,"Olivia was previously married to Sarah, but currently lives with Robert. Emily is the child of Olivia and Sarah. The conference lasted for more than four hours.","{""relationships"": [{""subject"": ""Olivia"", ""predicate"": ""[SPOUSE]"", ""object"": ""Sarah""}, {""subject"": ""Sarah"", ""predicate"": ""[SPOUSE]"", ""object"": ""Olivia""}, {""subject"": ""Olivia"", ""predicate"": ""[CHILD]"", ""object"": ""Emily""}, {""subject"": ""Sarah"", ""predicate"": ""[CHILD]"", ""object"": ""Emily""}, {""subject"": ""Emily"", ""predicate"": ""[PARENT]"", ""object"": ""Olivia""}, {""subject"": ""Emily"", ""predicate"": ""[PARENT]"", ""object"": ""Sarah""}], ""birthdates"": []}"
265,Sophia was born on 05/12/1980. They are married to James. Their child Michael was born on 02/08/2010. No one remembered where the keys were. Olivia is the sibling of Sophia.,"{""relationships"": [{""subject"": ""Sophia"", ""predicate"": ""[SPOUSE]"", ""object"": ""James""}, {""subject"": ""James"", ""predicate"": ""[SPOUSE]"", ""object"": ""Sophia""}, {""subject"": ""Sophia"", ""predicate"": ""[CHILD]"", ""object"": ""Michael""}, {""subject"": ""James"", ""predicate"": ""[CHILD]"", ""object"": ""Michael""}, {""subject"": ""Michael"", ""predicate"": ""[PARENT]"", ""object"": ""Sophia""}, {""subject"": ""Michael"", ""predicate"": ""[PARENT]"", ""object"": ""James""}, {""subject"": ""Sophia"", ""predicate"": ""[SIBLING]"", ""object"": ""Olivia""}, {""subject"": ""Olivia"", ""predicate"": ""[SIBLING]"", ""object"": ""Sophia""}], ""birthdates"": [{""entity"": ""Sophia"", ""date"": ""05/12/1980""}, {""entity"": ""Michael"", ""date"": ""02/08/2010""}]}"
266,"David was previously married to Anna, but currently lives with Sarah. Michael is the child of David and Anna. They also bought a new printer for the office.","{""relationships"": [{""subject"": ""David"", ""predicate"": ""[SPOUSE]"", ""object"": ""Anna""}, {""subject"": ""Anna"", ""predicate"": ""[SPOUSE]"", ""object"": ""David""}, {""subject"": ""David"", ""predicate"": ""[CHILD]"", ""object"": ""Michael""}, {""subject"": ""Anna"", ""predicate"": ""[CHILD]"", ""object"": ""Michael""}, {""subject"": ""Michael"", ""predicate"": ""[PARENT]"", ""object"": ""David""}, {""subject"": ""Michael"", ""predicate"": ""[PARENT]"", ""object"": ""Anna""}], ""birthdates"": []}"
