id,input,expected_output
259,Robert is hitched to Anna. Their kid Sophia had a bday yesterday. The internet connection failed several times.,"Robert ---> [SPOUSE] ---> Anna
Anna ---> [SPOUSE] ---> Robert
Robert ---> [CHILD] ---> Sophia
Anna ---> [CHILD] ---> Sophia
Sophia ---> [PARENT] ---> Robert
Sophia ---> [PARENT] ---> Anna"
260,David and Sophia adopted Thomas years ago. Many mistakenly believe they are their nephew. They also bought a new printer for the office.,"David ---> [CHILD] ---> Thomas
Sophia ---> [CHILD] ---> Thomas
Thomas ---> [PARENT] ---> David
Thomas ---> [PARENT] ---> Sophia"
261,James was born on 05/12/1980. They are married to Sophia. Their child Olivia was born on 02/08/2010. Sometimes they write messages with spelling mistakes. Jonathan is the sibling of James.,"James ---> [SPOUSE] ---> Sophia
Sophia ---> [SPOUSE] ---> James
James ---> [CHILD] ---> Olivia
Sophia ---> [CHILD] ---> Olivia
Olivia ---> [PARENT] ---> James
Olivia ---> [PARENT] ---> Sophia
James ---> [SIBLING] ---> Jonathan
Jonathan ---> [SIBLING] ---> James
James ---> [BIRTHDATE] ---> 05/12/1980
Olivia ---> [BIRTHDATE] ---> 02/08/2010"
262,Olivia was born on 05/12/1980. They are married to Anna. Their child Sophia was born on 02/08/2010. No one remembered where the keys were. Laura is the sibling of Olivia.,"Olivia ---> [SPOUSE] ---> Anna
Anna ---> [SPOUSE] ---> Olivia
Olivia ---> [CHILD] ---> Sophia
Anna ---> [CHILD] ---> Sophia
Sophia ---> [PARENT] ---> Olivia
Sophia ---> [PARENT] ---> Anna
Olivia ---> [SIBLING] ---> Laura
Laura ---> [SIBLING] ---> Olivia
Olivia ---> [BIRTHDATE] ---> 05/12/1980
Sophia ---> [BIRTHDATE] ---> 02/08/2010"
263,Robert is hitched to David. Their kid Laura had a bday yesterday. The team lost three consecutive matches.,"Robert ---> [SPOUSE] ---> David
David ---> [SPOUSE] ---> Robert
Robert ---> [CHILD] ---> Laura
David ---> [CHILD] ---> Laura
Laura ---> [PARENT] ---> Robert
Laura ---> [PARENT] ---> David"
264,"Olivia was previously married to Sarah, but currently lives with Robert. Emily is the child of Olivia and Sarah. The conference lasted for more than four hours.","Olivia ---> [SPOUSE] ---> Sarah
Sarah ---> [SPOUSE] ---> Olivia
Olivia ---> [CHILD] ---> Emily
Sarah ---> [CHILD] ---> Emily
Emily ---> [PARENT] ---> Olivia
Emily ---> [PARENT] ---> Sarah"
265,Sophia was born on 05/12/1980. They are married to James. Their child Michael was born on 02/08/2010. No one remembered where the keys were. Olivia is the sibling of Sophia.,"Sophia ---> [SPOUSE] ---> James
James ---> [SPOUSE] ---> Sophia
Sophia ---> [CHILD] ---> Michael
James ---> [CHILD] ---> Michael
Michael ---> [PARENT] ---> Sophia
Michael ---> [PARENT] ---> James
Sophia ---> [SIBLING] ---> Olivia
Olivia ---> [SIBLING] ---> Sophia
Sophia ---> [BIRTHDATE] ---> 05/12/1980
Michael ---> [BIRTHDATE] ---> 02/08/2010"
266,"David was previously married to Anna, but currently lives with Sarah. Michael is the child of David and Anna. They also bought a new printer for the office.","David ---> [SPOUSE] ---> Anna
Anna ---> [SPOUSE] ---> David
David ---> [CHILD] ---> Michael
Anna ---> [CHILD] ---> Michael
Michael ---> [PARENT] ---> David
Michael ---> [PARENT] ---> Anna"
267,"Michael, Sarah, Laura, and James participated in a chess tournament. No one remembered where the keys were. No family relationship was indicated.",
268,"Sophia was previously married to James, but currently lives with Olivia. Anna is the child of Sophia and James. The temperature reached 34 degrees during the afternoon.","Sophia ---> [SPOUSE] ---> James
James ---> [SPOUSE] ---> Sophia
Sophia ---> [CHILD] ---> Anna
James ---> [CHILD] ---> Anna
Anna ---> [PARENT] ---> Sophia
Anna ---> [PARENT] ---> James"
269,"Emily was previously married to Sophia, but currently lives with Robert. Thomas is the child of Emily and Sophia. They also bought a new printer for the office.","Emily ---> [SPOUSE] ---> Sophia
Sophia ---> [SPOUSE] ---> Emily
Emily ---> [CHILD] ---> Thomas
Sophia ---> [CHILD] ---> Thomas
Thomas ---> [PARENT] ---> Emily
Thomas ---> [PARENT] ---> Sophia"
270,"Anna visited Thomas along with Olivia. Later, Michael arrived. It was unclear if there was any kinship.",
271,"Olivia was born on 05/12/1980. They are married to Laura. Their child Emily was born on 02/08/2010. By the way, the price of oranges went up quite a bit this year. James is the sibling of Olivia.","Olivia ---> [SPOUSE] ---> Laura
Laura ---> [SPOUSE] ---> Olivia
Olivia ---> [CHILD] ---> Emily
Laura ---> [CHILD] ---> Emily
Emily ---> [PARENT] ---> Olivia
Emily ---> [PARENT] ---> Laura
Olivia ---> [SIBLING] ---> James
James ---> [SIBLING] ---> Olivia
Olivia ---> [BIRTHDATE] ---> 05/12/1980
Emily ---> [BIRTHDATE] ---> 02/08/2010"
272,Laura was born on 05/12/1980. They are married to Sarah. Their child Sophia was born on 02/08/2010. The team lost three consecutive matches. Anna is the sibling of Laura.,"Laura ---> [SPOUSE] ---> Sarah
Sarah ---> [SPOUSE] ---> Laura
Laura ---> [CHILD] ---> Sophia
Sarah ---> [CHILD] ---> Sophia
Sophia ---> [PARENT] ---> Laura
Sophia ---> [PARENT] ---> Sarah
Laura ---> [SIBLING] ---> Anna
Anna ---> [SIBLING] ---> Laura
Laura ---> [BIRTHDATE] ---> 05/12/1980
Sophia ---> [BIRTHDATE] ---> 02/08/2010"
273,"Michael and Anna celebrated the birthday of their daughter Robert. She received many gifts. By the way, the price of oranges went up quite a bit this year. David, Anna's sister, also attended.","Michael ---> [CHILD] ---> Robert
Anna ---> [CHILD] ---> Robert
Robert ---> [PARENT] ---> Michael
Robert ---> [PARENT] ---> Anna
Anna ---> [SIBLING] ---> David
David ---> [SIBLING] ---> Anna"
274,Olivia and Robert adopted Michael years ago. Many mistakenly believe they are their nephew. Sometimes they write messages with spelling mistakes.,"Olivia ---> [CHILD] ---> Michael
Robert ---> [CHILD] ---> Michael
Michael ---> [PARENT] ---> Olivia
Michael ---> [PARENT] ---> Robert"
275,"David and Laura celebrated the birthday of their daughter Anna. She received many gifts. The train arrived twenty minutes late. Emily, Laura's sister, also attended.","David ---> [CHILD] ---> Anna
Laura ---> [CHILD] ---> Anna
Anna ---> [PARENT] ---> David
Anna ---> [PARENT] ---> Laura
Laura ---> [SIBLING] ---> Emily
Emily ---> [SIBLING] ---> Laura"
276,"Thomas, Michael, Laura, and James participated in a chess tournament. No one remembered where the keys were. No family relationship was indicated.",
277,Sophia is hitched to Olivia. Their kid Anna had a bday yesterday. No one remembered where the keys were.,"Sophia ---> [SPOUSE] ---> Olivia
Olivia ---> [SPOUSE] ---> Sophia
Sophia ---> [CHILD] ---> Anna
Olivia ---> [CHILD] ---> Anna
Anna ---> [PARENT] ---> Sophia
Anna ---> [PARENT] ---> Olivia"
278,"Robert and Anna celebrated the birthday of their daughter Olivia. She received many gifts. No one remembered where the keys were. David, Anna's sister, also attended.","Robert ---> [CHILD] ---> Olivia
Anna ---> [CHILD] ---> Olivia
Olivia ---> [PARENT] ---> Robert
Olivia ---> [PARENT] ---> Anna
Anna ---> [SIBLING] ---> David
David ---> [SIBLING] ---> Anna"
279,"Sophia and Robert celebrated the birthday of their daughter Jonathan. She received many gifts. By the way, the price of oranges went up quite a bit this year. Sarah, Robert's sister, also attended.","Sophia ---> [CHILD] ---> Jonathan
Robert ---> [CHILD] ---> Jonathan
Jonathan ---> [PARENT] ---> Sophia
Jonathan ---> [PARENT] ---> Robert
Robert ---> [SIBLING] ---> Sarah
Sarah ---> [SIBLING] ---> Robert"
280,"Sarah, Anna, James, and Robert participated in a chess tournament. By the way, the price of oranges went up quite a bit this year. No family relationship was indicated.",
281,"Sarah, Michael, Sophia, and Laura participated in a chess tournament. They also bought a new printer for the office. No family relationship was indicated.",
282,"Laura and David celebrated the birthday of their daughter Emily. She received many gifts. The train arrived twenty minutes late. Thomas, David's sister, also attended.","Laura ---> [CHILD] ---> Emily
David ---> [CHILD] ---> Emily
Emily ---> [PARENT] ---> Laura
Emily ---> [PARENT] ---> David
David ---> [SIBLING] ---> Thomas
Thomas ---> [SIBLING] ---> David"
283,"David visited Robert along with Olivia. Later, Michael arrived. It was unclear if there was any kinship.",
284,"Sophia was previously married to Anna, but currently lives with Robert. Sarah is the child of Sophia and Anna. The temperature reached 34 degrees during the afternoon.","Sophia ---> [SPOUSE] ---> Anna
Anna ---> [SPOUSE] ---> Sophia
Sophia ---> [CHILD] ---> Sarah
Anna ---> [CHILD] ---> Sarah
Sarah ---> [PARENT] ---> Sophia
Sarah ---> [PARENT] ---> Anna"
285,Thomas is hitched to Michael. Their kid David had a bday yesterday. Sometimes they write messages with spelling mistakes.,"Thomas ---> [SPOUSE] ---> Michael
Michael ---> [SPOUSE] ---> Thomas
Thomas ---> [CHILD] ---> David
Michael ---> [CHILD] ---> David
David ---> [PARENT] ---> Thomas
David ---> [PARENT] ---> Michael"
286,"Sophia and Laura celebrated the birthday of their daughter Sarah. She received many gifts. The conference lasted for more than four hours. Michael, Laura's sister, also attended.","Sophia ---> [CHILD] ---> Sarah
Laura ---> [CHILD] ---> Sarah
Sarah ---> [PARENT] ---> Sophia
Sarah ---> [PARENT] ---> Laura
Laura ---> [SIBLING] ---> Michael
Michael ---> [SIBLING] ---> Laura"
287,Michael is hitched to James. Their kid Jonathan had a bday yesterday. The train arrived twenty minutes late.,"Michael ---> [SPOUSE] ---> James
James ---> [SPOUSE] ---> Michael
Michael ---> [CHILD] ---> Jonathan
James ---> [CHILD] ---> Jonathan
Jonathan ---> [PARENT] ---> Michael
Jonathan ---> [PARENT] ---> James"
288,"David visited James along with Thomas. Later, Sophia arrived. It was unclear if there was any kinship.",
289,"Anna visited Olivia along with Thomas. Later, Michael arrived. It was unclear if there was any kinship.",
290,"Anna, Emily, Sarah, and David participated in a chess tournament. Sometimes they write messages with spelling mistakes. No family relationship was indicated.",
291,"Sophia visited Jonathan along with Olivia. Later, David arrived. It was unclear if there was any kinship.",
292,"Emily and David adopted Sophia years ago. Many mistakenly believe they are their nephew. By the way, the price of oranges went up quite a bit this year.","Emily ---> [CHILD] ---> Sophia
David ---> [CHILD] ---> Sophia
Sophia ---> [PARENT] ---> Emily
Sophia ---> [PARENT] ---> David"
293,Laura was born on 05/12/1980. They are married to Olivia. Their child Sophia was born on 02/08/2010. The train arrived twenty minutes late. Jonathan is the sibling of Laura.,"Laura ---> [SPOUSE] ---> Olivia
Olivia ---> [SPOUSE] ---> Laura
Laura ---> [CHILD] ---> Sophia
Olivia ---> [CHILD] ---> Sophia
Sophia ---> [PARENT] ---> Laura
Sophia ---> [PARENT] ---> Olivia
Laura ---> [SIBLING] ---> Jonathan
Jonathan ---> [SIBLING] ---> Laura
Laura ---> [BIRTHDATE] ---> 05/12/1980
Sophia ---> [BIRTHDATE] ---> 02/08/2010"
294,"Sarah visited Laura along with Jonathan. Later, Olivia arrived. It was unclear if there was any kinship.",
295,"Michael was previously married to Emily, but currently lives with David. James is the child of Michael and Emily. They also bought a new printer for the office.","Michael ---> [SPOUSE] ---> Emily
Emily ---> [SPOUSE] ---> Michael
Michael ---> [CHILD] ---> James
Emily ---> [CHILD] ---> James
James ---> [PARENT] ---> Michael
James ---> [PARENT] ---> Emily"
296,"Thomas and Robert celebrated the birthday of their daughter Emily. She received many gifts. They also bought a new printer for the office. Jonathan, Robert's sister, also attended.","Thomas ---> [CHILD] ---> Emily
Robert ---> [CHILD] ---> Emily
Emily ---> [PARENT] ---> Thomas
Emily ---> [PARENT] ---> Robert
Robert ---> [SIBLING] ---> Jonathan
Jonathan ---> [SIBLING] ---> Robert"
297,"Robert and Michael celebrated the birthday of their daughter Anna. She received many gifts. Sometimes they write messages with spelling mistakes. Sophia, Michael's sister, also attended.","Robert ---> [CHILD] ---> Anna
Michael ---> [CHILD] ---> Anna
Anna ---> [PARENT] ---> Robert
Anna ---> [PARENT] ---> Michael
Michael ---> [SIBLING] ---> Sophia
Sophia ---> [SIBLING] ---> Michael"
298,"Sophia visited Robert along with James. Later, Jonathan arrived. It was unclear if there was any kinship.",
299,Michael was born on 05/12/1980. They are married to Thomas. Their child Sophia was born on 02/08/2010. No one remembered where the keys were. Anna is the sibling of Michael.,"Michael ---> [SPOUSE] ---> Thomas
Thomas ---> [SPOUSE] ---> Michael
Michael ---> [CHILD] ---> Sophia
Thomas ---> [CHILD] ---> Sophia
Sophia ---> [PARENT] ---> Michael
Sophia ---> [PARENT] ---> Thomas
Michael ---> [SIBLING] ---> Anna
Anna ---> [SIBLING] ---> Michael
Michael ---> [BIRTHDATE] ---> 05/12/1980
Sophia ---> [BIRTHDATE] ---> 02/08/2010"
300,"Sophia was born on 05/12/1980. They are married to James. Their child Jonathan was born on 02/08/2010. By the way, the price of oranges went up quite a bit this year. Sarah is the sibling of Sophia.","Sophia ---> [SPOUSE] ---> James
James ---> [SPOUSE] ---> Sophia
Sophia ---> [CHILD] ---> Jonathan
James ---> [CHILD] ---> Jonathan
Jonathan ---> [PARENT] ---> Sophia
Jonathan ---> [PARENT] ---> James
Sophia ---> [SIBLING] ---> Sarah
Sarah ---> [SIBLING] ---> Sophia
Sophia ---> [BIRTHDATE] ---> 05/12/1980
Jonathan ---> [BIRTHDATE] ---> 02/08/2010"
301,Anna was born on 05/12/1980. They are married to Emily. Their child Jonathan was born on 02/08/2010. The train arrived twenty minutes late. Thomas is the sibling of Anna.,"Anna ---> [SPOUSE] ---> Emily
Emily ---> [SPOUSE] ---> Anna
Anna ---> [CHILD] ---> Jonathan
Emily ---> [CHILD] ---> Jonathan
Jonathan ---> [PARENT] ---> Anna
Jonathan ---> [PARENT] ---> Emily
Anna ---> [SIBLING] ---> Thomas
Thomas ---> [SIBLING] ---> Anna
Anna ---> [BIRTHDATE] ---> 05/12/1980
Jonathan ---> [BIRTHDATE] ---> 02/08/2010"
302,"James and Laura celebrated the birthday of their daughter Anna. She received many gifts. The conference lasted for more than four hours. Sophia, Laura's sister, also attended.","James ---> [CHILD] ---> Anna
Laura ---> [CHILD] ---> Anna
Anna ---> [PARENT] ---> James
Anna ---> [PARENT] ---> Laura
Laura ---> [SIBLING] ---> Sophia
Sophia ---> [SIBLING] ---> Laura"
303,"Jonathan, Laura, Michael, and Anna participated in a chess tournament. They also bought a new printer for the office. No family relationship was indicated.",
304,"Laura was previously married to James, but currently lives with Michael. Sarah is the child of Laura and James. No one remembered where the keys were.","Laura ---> [SPOUSE] ---> James
James ---> [SPOUSE] ---> Laura
Laura ---> [CHILD] ---> Sarah
James ---> [CHILD] ---> Sarah
Sarah ---> [PARENT] ---> Laura
Sarah ---> [PARENT] ---> James"
305,"Thomas was previously married to Emily, but currently lives with Laura. Robert is the child of Thomas and Emily. No one remembered where the keys were.","Thomas ---> [SPOUSE] ---> Emily
Emily ---> [SPOUSE] ---> Thomas
Thomas ---> [CHILD] ---> Robert
Emily ---> [CHILD] ---> Robert
Robert ---> [PARENT] ---> Thomas
Robert ---> [PARENT] ---> Emily"
306,"Thomas visited Michael along with Robert. Later, James arrived. It was unclear if there was any kinship.",
307,Sophia and Emily adopted Laura years ago. Many mistakenly believe they are their nephew. No one remembered where the keys were.,"Sophia ---> [CHILD] ---> Laura
Emily ---> [CHILD] ---> Laura
Laura ---> [PARENT] ---> Sophia
Laura ---> [PARENT] ---> Emily"
308,Robert is hitched to Olivia. Their kid Thomas had a bday yesterday. The temperature reached 34 degrees during the afternoon.,"Robert ---> [SPOUSE] ---> Olivia
Olivia ---> [SPOUSE] ---> Robert
Robert ---> [CHILD] ---> Thomas
Olivia ---> [CHILD] ---> Thomas
Thomas ---> [PARENT] ---> Robert
Thomas ---> [PARENT] ---> Olivia"
309,Sophia is hitched to Thomas. Their kid Sarah had a bday yesterday. They also bought a new printer for the office.,"Sophia ---> [SPOUSE] ---> Thomas
Thomas ---> [SPOUSE] ---> Sophia
Sophia ---> [CHILD] ---> Sarah
Thomas ---> [CHILD] ---> Sarah
Sarah ---> [PARENT] ---> Sophia
Sarah ---> [PARENT] ---> Thomas"
310,Robert and Thomas adopted David years ago. Many mistakenly believe they are their nephew. The conference lasted for more than four hours.,"Robert ---> [CHILD] ---> David
Thomas ---> [CHILD] ---> David
David ---> [PARENT] ---> Robert
David ---> [PARENT] ---> Thomas"
311,James is hitched to Michael. Their kid Emily had a bday yesterday. The internet connection failed several times.,"James ---> [SPOUSE] ---> Michael
Michael ---> [SPOUSE] ---> James
James ---> [CHILD] ---> Emily
Michael ---> [CHILD] ---> Emily
Emily ---> [PARENT] ---> James
Emily ---> [PARENT] ---> Michael"
312,David and Robert adopted Thomas years ago. Many mistakenly believe they are their nephew. Sometimes they write messages with spelling mistakes.,"David ---> [CHILD] ---> Thomas
Robert ---> [CHILD] ---> Thomas
Thomas ---> [PARENT] ---> David
Thomas ---> [PARENT] ---> Robert"
313,"James and Robert celebrated the birthday of their daughter Olivia. She received many gifts. The train arrived twenty minutes late. Sarah, Robert's sister, also attended.","James ---> [CHILD] ---> Olivia
Robert ---> [CHILD] ---> Olivia
Olivia ---> [PARENT] ---> James
Olivia ---> [PARENT] ---> Robert
Robert ---> [SIBLING] ---> Sarah
Sarah ---> [SIBLING] ---> Robert"
314,"Anna visited Jonathan along with Sarah. Later, Robert arrived. It was unclear if there was any kinship.",
315,"James, Sarah, Olivia, and Robert participated in a chess tournament. The conference lasted for more than four hours. No family relationship was indicated.",
316,"Anna and Laura celebrated the birthday of their daughter Jonathan. She received many gifts. By the way, the price of oranges went up quite a bit this year. Robert, Laura's sister, also attended.","Anna ---> [CHILD] ---> Jonathan
Laura ---> [CHILD] ---> Jonathan
Jonathan ---> [PARENT] ---> Anna
Jonathan ---> [PARENT] ---> Laura
Laura ---> [SIBLING] ---> Robert
Robert ---> [SIBLING] ---> Laura"
317,"Michael and Olivia celebrated the birthday of their daughter Emily. She received many gifts. The temperature reached 34 degrees during the afternoon. Jonathan, Olivia's sister, also attended.","Michael ---> [CHILD] ---> Emily
Olivia ---> [CHILD] ---> Emily
Emily ---> [PARENT] ---> Michael
Emily ---> [PARENT] ---> Olivia
Olivia ---> [SIBLING] ---> Jonathan
Jonathan ---> [SIBLING] ---> Olivia"
318,"James visited Robert along with Sarah. Later, Olivia arrived. It was unclear if there was any kinship.",
319,Thomas is hitched to Laura. Their kid David had a bday yesterday. The temperature reached 34 degrees during the afternoon.,"Thomas ---> [SPOUSE] ---> Laura
Laura ---> [SPOUSE] ---> Thomas
Thomas ---> [CHILD] ---> David
Laura ---> [CHILD] ---> David
David ---> [PARENT] ---> Thomas
David ---> [PARENT] ---> Laura"
320,"Michael, David, James, and Sarah participated in a chess tournament. The temperature reached 34 degrees during the afternoon. No family relationship was indicated.",
321,Anna and James adopted Robert years ago. Many mistakenly believe they are their nephew. Sometimes they write messages with spelling mistakes.,"Anna ---> [CHILD] ---> Robert
James ---> [CHILD] ---> Robert
Robert ---> [PARENT] ---> Anna
Robert ---> [PARENT] ---> James"
322,"Jonathan visited Anna along with David. Later, Thomas arrived. It was unclear if there was any kinship.",
323,"Michael, Robert, James, and Sarah participated in a chess tournament. By the way, the price of oranges went up quite a bit this year. No family relationship was indicated.",
324,"James and Robert celebrated the birthday of their daughter Jonathan. She received many gifts. No one remembered where the keys were. David, Robert's sister, also attended.","James ---> [CHILD] ---> Jonathan
Robert ---> [CHILD] ---> Jonathan
Jonathan ---> [PARENT] ---> James
Jonathan ---> [PARENT] ---> Robert
Robert ---> [SIBLING] ---> David
David ---> [SIBLING] ---> Robert"
325,"David was previously married to Jonathan, but currently lives with Sophia. Sarah is the child of David and Jonathan. The internet connection failed several times.","David ---> [SPOUSE] ---> Jonathan
Jonathan ---> [SPOUSE] ---> David
David ---> [CHILD] ---> Sarah
Jonathan ---> [CHILD] ---> Sarah
Sarah ---> [PARENT] ---> David
Sarah ---> [PARENT] ---> Jonathan"
326,Emily was born on 05/12/1980. They are married to Laura. Their child Sarah was born on 02/08/2010. No one remembered where the keys were. David is the sibling of Emily.,"Emily ---> [SPOUSE] ---> Laura
Laura ---> [SPOUSE] ---> Emily
Emily ---> [CHILD] ---> Sarah
Laura ---> [CHILD] ---> Sarah
Sarah ---> [PARENT] ---> Emily
Sarah ---> [PARENT] ---> Laura
Emily ---> [SIBLING] ---> David
David ---> [SIBLING] ---> Emily
Emily ---> [BIRTHDATE] ---> 05/12/1980
Sarah ---> [BIRTHDATE] ---> 02/08/2010"
327,"Sophia visited Olivia along with Jonathan. Later, Sarah arrived. It was unclear if there was any kinship.",
328,"Jonathan was previously married to Robert, but currently lives with James. Michael is the child of Jonathan and Robert. They also bought a new printer for the office.","Jonathan ---> [SPOUSE] ---> Robert
Robert ---> [SPOUSE] ---> Jonathan
Jonathan ---> [CHILD] ---> Michael
Robert ---> [CHILD] ---> Michael
Michael ---> [PARENT] ---> Jonathan
Michael ---> [PARENT] ---> Robert"
329,"Robert was born on 05/12/1980. They are married to Emily. Their child David was born on 02/08/2010. By the way, the price of oranges went up quite a bit this year. Thomas is the sibling of Robert.","Robert ---> [SPOUSE] ---> Emily
Emily ---> [SPOUSE] ---> Robert
Robert ---> [CHILD] ---> David
Emily ---> [CHILD] ---> David
David ---> [PARENT] ---> Robert
David ---> [PARENT] ---> Emily
Robert ---> [SIBLING] ---> Thomas
Thomas ---> [SIBLING] ---> Robert
Robert ---> [BIRTHDATE] ---> 05/12/1980
David ---> [BIRTHDATE] ---> 02/08/2010"
330,"James was previously married to Sarah, but currently lives with Laura. David is the child of James and Sarah. No one remembered where the keys were.","James ---> [SPOUSE] ---> Sarah
Sarah ---> [SPOUSE] ---> James
James ---> [CHILD] ---> David
Sarah ---> [CHILD] ---> David
David ---> [PARENT] ---> James
David ---> [PARENT] ---> Sarah"
331,"David and Michael celebrated the birthday of their daughter Sophia. She received many gifts. The temperature reached 34 degrees during the afternoon. James, Michael's sister, also attended.","David ---> [CHILD] ---> Sophia
Michael ---> [CHILD] ---> Sophia
Sophia ---> [PARENT] ---> David
Sophia ---> [PARENT] ---> Michael
Michael ---> [SIBLING] ---> James
James ---> [SIBLING] ---> Michael"
332,"Michael, Olivia, Emily, and Robert participated in a chess tournament. The team lost three consecutive matches. No family relationship was indicated.",
333,"Sophia, Anna, Sarah, and Olivia participated in a chess tournament. No one remembered where the keys were. No family relationship was indicated.",
334,"Laura was previously married to Anna, but currently lives with David. Michael is the child of Laura and Anna. By the way, the price of oranges went up quite a bit this year.","Laura ---> [SPOUSE] ---> Anna
Anna ---> [SPOUSE] ---> Laura
Laura ---> [CHILD] ---> Michael
Anna ---> [CHILD] ---> Michael
Michael ---> [PARENT] ---> Laura
Michael ---> [PARENT] ---> Anna"
335,"Anna visited Michael along with James. Later, Jonathan arrived. It was unclear if there was any kinship.",
336,Jonathan was born on 05/12/1980. They are married to Thomas. Their child James was born on 02/08/2010. No one remembered where the keys were. Sophia is the sibling of Jonathan.,"Jonathan ---> [SPOUSE] ---> Thomas
Thomas ---> [SPOUSE] ---> Jonathan
Jonathan ---> [CHILD] ---> James
Thomas ---> [CHILD] ---> James
James ---> [PARENT] ---> Jonathan
James ---> [PARENT] ---> Thomas
Jonathan ---> [SIBLING] ---> Sophia
Sophia ---> [SIBLING] ---> Jonathan
Jonathan ---> [BIRTHDATE] ---> 05/12/1980
James ---> [BIRTHDATE] ---> 02/08/2010"
337,Anna and Laura adopted Jonathan years ago. Many mistakenly believe they are their nephew. They also bought a new printer for the office.,"Anna ---> [CHILD] ---> Jonathan
Laura ---> [CHILD] ---> Jonathan
Jonathan ---> [PARENT] ---> Anna
Jonathan ---> [PARENT] ---> Laura"
338,Sarah and Olivia adopted Thomas years ago. Many mistakenly believe they are their nephew. No one remembered where the keys were.,"Sarah ---> [CHILD] ---> Thomas
Olivia ---> [CHILD] ---> Thomas
Thomas ---> [PARENT] ---> Sarah
Thomas ---> [PARENT] ---> Olivia"
339,David is hitched to Sophia. Their kid James had a bday yesterday. The internet connection failed several times.,"David ---> [SPOUSE] ---> Sophia
Sophia ---> [SPOUSE] ---> David
David ---> [CHILD] ---> James
Sophia ---> [CHILD] ---> James
James ---> [PARENT] ---> David
James ---> [PARENT] ---> Sophia"
340,"James, Thomas, Jonathan, and Sophia participated in a chess tournament. The train arrived twenty minutes late. No family relationship was indicated.",
341,"Michael and Thomas celebrated the birthday of their daughter Robert. She received many gifts. Nobody really liked the movie they watched on Saturday. Sophia, Thomas's sister, also attended.","Michael ---> [CHILD] ---> Robert
Thomas ---> [CHILD] ---> Robert
Robert ---> [PARENT] ---> Michael
Robert ---> [PARENT] ---> Thomas
Thomas ---> [SIBLING] ---> Sophia
Sophia ---> [SIBLING] ---> Thomas"
342,James is hitched to Anna. Their kid David had a bday yesterday. Sometimes they write messages with spelling mistakes.,"James ---> [SPOUSE] ---> Anna
Anna ---> [SPOUSE] ---> James
James ---> [CHILD] ---> David
Anna ---> [CHILD] ---> David
David ---> [PARENT] ---> James
David ---> [PARENT] ---> Anna"
343,"Olivia was previously married to James, but currently lives with David. Laura is the child of Olivia and James. By the way, the price of oranges went up quite a bit this year.","Olivia ---> [SPOUSE] ---> James
James ---> [SPOUSE] ---> Olivia
Olivia ---> [CHILD] ---> Laura
James ---> [CHILD] ---> Laura
Laura ---> [PARENT] ---> Olivia
Laura ---> [PARENT] ---> James"
344,Sarah and James adopted Olivia years ago. Many mistakenly believe they are their nephew. Sometimes they write messages with spelling mistakes.,"Sarah ---> [CHILD] ---> Olivia
James ---> [CHILD] ---> Olivia
Olivia ---> [PARENT] ---> Sarah
Olivia ---> [PARENT] ---> James"
345,"Michael visited Sophia along with Olivia. Later, Laura arrived. It was unclear if there was any kinship.",
346,"Olivia visited Sarah along with Robert. Later, Michael arrived. It was unclear if there was any kinship.",
347,"James and Olivia celebrated the birthday of their daughter Sarah. She received many gifts. They also bought a new printer for the office. Michael, Olivia's sister, also attended.","James ---> [CHILD] ---> Sarah
Olivia ---> [CHILD] ---> Sarah
Sarah ---> [PARENT] ---> James
Sarah ---> [PARENT] ---> Olivia
Olivia ---> [SIBLING] ---> Michael
Michael ---> [SIBLING] ---> Olivia"
348,"Robert was born on 05/12/1980. They are married to Thomas. Their child Anna was born on 02/08/2010. By the way, the price of oranges went up quite a bit this year. Sarah is the sibling of Robert.","Robert ---> [SPOUSE] ---> Thomas
Thomas ---> [SPOUSE] ---> Robert
Robert ---> [CHILD] ---> Anna
Thomas ---> [CHILD] ---> Anna
Anna ---> [PARENT] ---> Robert
Anna ---> [PARENT] ---> Thomas
Robert ---> [SIBLING] ---> Sarah
Sarah ---> [SIBLING] ---> Robert
Robert ---> [BIRTHDATE] ---> 05/12/1980
Anna ---> [BIRTHDATE] ---> 02/08/2010"
349,"Laura was born on 05/12/1980. They are married to Robert. Their child James was born on 02/08/2010. By the way, the price of oranges went up quite a bit this year. Michael is the sibling of Laura.","Laura ---> [SPOUSE] ---> Robert
Robert ---> [SPOUSE] ---> Laura
Laura ---> [CHILD] ---> James
Robert ---> [CHILD] ---> James
James ---> [PARENT] ---> Laura
James ---> [PARENT] ---> Robert
Laura ---> [SIBLING] ---> Michael
Michael ---> [SIBLING] ---> Laura
Laura ---> [BIRTHDATE] ---> 05/12/1980
James ---> [BIRTHDATE] ---> 02/08/2010"
350,"Sarah and Laura celebrated the birthday of their daughter Anna. She received many gifts. They also bought a new printer for the office. Emily, Laura's sister, also attended.","Sarah ---> [CHILD] ---> Anna
Laura ---> [CHILD] ---> Anna
Anna ---> [PARENT] ---> Sarah
Anna ---> [PARENT] ---> Laura
Laura ---> [SIBLING] ---> Emily
Emily ---> [SIBLING] ---> Laura"
